Keyword,Category,Country,Date,Searches
ebay,Marketplace,AR,10/1/2022,135000
ebay,Marketplace,AR,11/1/2022,110000
ebay,Marketplace,AR,12/1/2022,90500
ebay,Marketplace,AR,1/1/2023,135000
ebay,Marketplace,AR,2/1/2023,110000
ebay,Marketplace,AR,3/1/2023,135000
ebay,Marketplace,AR,4/1/2023,135000
ebay,Marketplace,AR,5/1/2023,135000
ebay,Marketplace,AR,6/1/2023,135000
ebay,Marketplace,AR,7/1/2023,135000
ebay,Marketplace,AR,8/1/2023,135000
ebay,Marketplace,AR,9/1/2023,135000
ebay,Marketplace,AR,10/1/2023,110000
ebay,Marketplace,AR,11/1/2023,135000
ebay,Marketplace,AR,12/1/2023,135000
ebay,Marketplace,AR,1/1/2024,165000
ebay,Marketplace,AR,2/1/2024,135000
ebay,Marketplace,AR,3/1/2024,165000
ebay,Marketplace,AR,4/1/2024,165000
ebay,Marketplace,AR,5/1/2024,165000
ebay,Marketplace,AR,6/1/2024,135000
ebay,Marketplace,AR,7/1/2024,135000
ebay,Marketplace,AR,8/1/2024,165000
ebay,Marketplace,AR,9/1/2024,135000
ebay,Marketplace,AR,10/1/2024,135000
ebay,Marketplace,AR,11/1/2024,201000
ebay,Marketplace,AR,12/1/2024,201000
ebay,Marketplace,AR,1/1/2025,201000
ebay,Marketplace,AR,2/1/2025,165000
ebay,Marketplace,AR,3/1/2025,165000
ebay,Marketplace,AR,4/1/2025,165000
ebay,Marketplace,AR,5/1/2025,201000
ebay,Marketplace,AR,6/1/2025,165000
ebay,Marketplace,AR,7/1/2025,165000
ebay,Marketplace,AR,8/1/2025,165000
ebay,Marketplace,AR,9/1/2025,135000
ebay,Marketplace,AR,10/1/2025,135000
ecommerce,Ecommerce,AR,8/1/2021,22200
ecommerce,Ecommerce,AR,9/1/2021,22200
ecommerce,Ecommerce,AR,10/1/2021,18100
ecommerce,Ecommerce,AR,11/1/2021,22200
ecommerce,Ecommerce,AR,12/1/2021,22200
ecommerce,Ecommerce,AR,1/1/2022,18100
ecommerce,Ecommerce,AR,2/1/2022,18100
ecommerce,Ecommerce,AR,3/1/2022,22200
ecommerce,Ecommerce,AR,4/1/2022,22200
ecommerce,Ecommerce,AR,5/1/2022,22200
ecommerce,Ecommerce,AR,6/1/2022,22200
ecommerce,Ecommerce,AR,7/1/2022,22200
ecommerce,Ecommerce,AR,8/1/2022,22200
ecommerce,Ecommerce,AR,9/1/2022,22200
ecommerce,Ecommerce,AR,10/1/2022,22200
ecommerce,Ecommerce,AR,11/1/2022,22200
ecommerce,Ecommerce,AR,12/1/2022,18100
ecommerce,Ecommerce,AR,1/1/2023,22200
ecommerce,Ecommerce,AR,2/1/2023,22200
ecommerce,Ecommerce,AR,3/1/2023,27100
ecommerce,Ecommerce,AR,4/1/2023,27100
ecommerce,Ecommerce,AR,5/1/2023,27100
ecommerce,Ecommerce,AR,6/1/2023,27100
ecommerce,Ecommerce,AR,7/1/2023,27100
ecommerce,Ecommerce,AR,8/1/2023,27100
ecommerce,Ecommerce,AR,9/1/2023,27100
ecommerce,Ecommerce,AR,10/1/2023,33100
ecommerce,Ecommerce,AR,11/1/2023,27100
ecommerce,Ecommerce,AR,12/1/2023,22200
ecommerce,Ecommerce,AR,1/1/2024,27100
ecommerce,Ecommerce,AR,2/1/2024,27100
ecommerce,Ecommerce,AR,3/1/2024,27100
ecommerce,Ecommerce,AR,4/1/2024,27100
ecommerce,Ecommerce,AR,5/1/2024,27100
ecommerce,Ecommerce,AR,6/1/2024,22200
ecommerce,Ecommerce,AR,7/1/2024,27100
ecommerce,Ecommerce,AR,8/1/2024,27100
ecommerce,Ecommerce,AR,9/1/2024,27100
ecommerce,Ecommerce,AR,10/1/2024,27100
ecommerce,Ecommerce,AR,11/1/2024,22200
ecommerce,Ecommerce,AR,12/1/2024,22200
ecommerce,Ecommerce,AR,1/1/2025,27100
ecommerce,Ecommerce,AR,2/1/2025,27100
ecommerce,Ecommerce,AR,3/1/2025,27100
ecommerce,Ecommerce,AR,4/1/2025,27100
ecommerce,Ecommerce,AR,5/1/2025,27100
ecommerce,Ecommerce,AR,6/1/2025,22200
ecommerce,Ecommerce,AR,7/1/2025,33100
ecommerce,Ecommerce,AR,8/1/2025,27100
ecommerce,Ecommerce,AR,9/1/2025,27100
ecommerce,Ecommerce,AR,10/1/2025,33100
empretienda,Branded,AR,8/1/2021,74000
empretienda,Branded,AR,9/1/2021,74000
empretienda,Branded,AR,10/1/2021,60500
empretienda,Branded,AR,11/1/2021,74000
empretienda,Branded,AR,12/1/2021,60500
empretienda,Branded,AR,1/1/2022,60500
empretienda,Branded,AR,2/1/2022,60500
empretienda,Branded,AR,3/1/2022,74000
empretienda,Branded,AR,4/1/2022,74000
empretienda,Branded,AR,5/1/2022,90500
empretienda,Branded,AR,6/1/2022,74000
empretienda,Branded,AR,7/1/2022,90500
empretienda,Branded,AR,8/1/2022,90500
empretienda,Branded,AR,9/1/2022,90500
empretienda,Branded,AR,10/1/2022,90500
empretienda,Branded,AR,11/1/2022,90500
empretienda,Branded,AR,12/1/2022,74000
empretienda,Branded,AR,1/1/2023,74000
empretienda,Branded,AR,2/1/2023,74000
empretienda,Branded,AR,3/1/2023,110000
empretienda,Branded,AR,4/1/2023,110000
empretienda,Branded,AR,5/1/2023,110000
empretienda,Branded,AR,6/1/2023,110000
empretienda,Branded,AR,7/1/2023,110000
empretienda,Branded,AR,8/1/2023,110000
empretienda,Branded,AR,9/1/2023,110000
empretienda,Branded,AR,10/1/2023,90500
empretienda,Branded,AR,11/1/2023,90500
empretienda,Branded,AR,12/1/2023,74000
empretienda,Branded,AR,1/1/2024,74000
empretienda,Branded,AR,2/1/2024,74000
empretienda,Branded,AR,3/1/2024,90500
empretienda,Branded,AR,4/1/2024,90500
empretienda,Branded,AR,5/1/2024,90500
empretienda,Branded,AR,6/1/2024,74000
empretienda,Branded,AR,7/1/2024,90500
empretienda,Branded,AR,8/1/2024,90500
empretienda,Branded,AR,9/1/2024,90500
empretienda,Branded,AR,10/1/2024,90500
empretienda,Branded,AR,11/1/2024,90500
empretienda,Branded,AR,12/1/2024,74000
empretienda,Branded,AR,1/1/2025,74000
empretienda,Branded,AR,2/1/2025,90500
empretienda,Branded,AR,3/1/2025,110000
empretienda,Branded,AR,4/1/2025,110000
empretienda,Branded,AR,5/1/2025,110000
empretienda,Branded,AR,6/1/2025,90500
empretienda,Branded,AR,7/1/2025,90500
empretienda,Branded,AR,8/1/2025,90500
empretienda,Branded,AR,9/1/2025,90500
empretienda,Branded,AR,10/1/2025,90500
facebook marketplace,Marketplace,AR,8/1/2021,74000
facebook marketplace,Marketplace,AR,9/1/2021,74000
facebook marketplace,Marketplace,AR,10/1/2021,60500
facebook marketplace,Marketplace,AR,11/1/2021,49500
facebook marketplace,Marketplace,AR,12/1/2021,49500
facebook marketplace,Marketplace,AR,1/1/2022,49500
facebook marketplace,Marketplace,AR,2/1/2022,49500
facebook marketplace,Marketplace,AR,3/1/2022,49500
facebook marketplace,Marketplace,AR,4/1/2022,49500
facebook marketplace,Marketplace,AR,5/1/2022,49500
facebook marketplace,Marketplace,AR,6/1/2022,49500
facebook marketplace,Marketplace,AR,7/1/2022,49500
facebook marketplace,Marketplace,AR,8/1/2022,49500
facebook marketplace,Marketplace,AR,9/1/2022,49500
facebook marketplace,Marketplace,AR,10/1/2022,49500
facebook marketplace,Marketplace,AR,11/1/2022,49500
facebook marketplace,Marketplace,AR,12/1/2022,49500
facebook marketplace,Marketplace,AR,1/1/2023,60500
facebook marketplace,Marketplace,AR,2/1/2023,60500
facebook marketplace,Marketplace,AR,3/1/2023,60500
facebook marketplace,Marketplace,AR,4/1/2023,60500
facebook marketplace,Marketplace,AR,5/1/2023,60500
facebook marketplace,Marketplace,AR,6/1/2023,60500
facebook marketplace,Marketplace,AR,7/1/2023,60500
facebook marketplace,Marketplace,AR,8/1/2023,74000
facebook marketplace,Marketplace,AR,9/1/2023,74000
facebook marketplace,Marketplace,AR,10/1/2023,74000
facebook marketplace,Marketplace,AR,11/1/2023,60500
facebook marketplace,Marketplace,AR,12/1/2023,74000
facebook marketplace,Marketplace,AR,1/1/2024,90500
facebook marketplace,Marketplace,AR,2/1/2024,90500
facebook marketplace,Marketplace,AR,3/1/2024,90500
facebook marketplace,Marketplace,AR,4/1/2024,74000
facebook marketplace,Marketplace,AR,5/1/2024,74000
facebook marketplace,Marketplace,AR,6/1/2024,60500
facebook marketplace,Marketplace,AR,7/1/2024,60500
facebook marketplace,Marketplace,AR,8/1/2024,74000
facebook marketplace,Marketplace,AR,9/1/2024,60500
facebook marketplace,Marketplace,AR,10/1/2024,60500
facebook marketplace,Marketplace,AR,11/1/2024,60500
facebook marketplace,Marketplace,AR,12/1/2024,60500
facebook marketplace,Marketplace,AR,1/1/2025,60500
facebook marketplace,Marketplace,AR,2/1/2025,60500
facebook marketplace,Marketplace,AR,3/1/2025,60500
facebook marketplace,Marketplace,AR,4/1/2025,60500
facebook marketplace,Marketplace,AR,5/1/2025,60500
facebook marketplace,Marketplace,AR,6/1/2025,60500
facebook marketplace,Marketplace,AR,7/1/2025,60500
facebook marketplace,Marketplace,AR,8/1/2025,60500
facebook marketplace,Marketplace,AR,9/1/2025,60500
facebook marketplace,Marketplace,AR,10/1/2025,60500
frávega,Marketplace,AR,8/1/2021,90500
frávega,Marketplace,AR,9/1/2021,74000
frávega,Marketplace,AR,10/1/2021,74000
frávega,Marketplace,AR,11/1/2021,90500
frávega,Marketplace,AR,12/1/2021,90500
frávega,Marketplace,AR,1/1/2022,110000
frávega,Marketplace,AR,2/1/2022,90500
frávega,Marketplace,AR,3/1/2022,110000
frávega,Marketplace,AR,4/1/2022,90500
frávega,Marketplace,AR,5/1/2022,110000
frávega,Marketplace,AR,6/1/2022,110000
frávega,Marketplace,AR,7/1/2022,90500
frávega,Marketplace,AR,8/1/2022,90500
frávega,Marketplace,AR,9/1/2022,90500
frávega,Marketplace,AR,10/1/2022,135000
frávega,Marketplace,AR,11/1/2022,135000
frávega,Marketplace,AR,12/1/2022,110000
frávega,Marketplace,AR,1/1/2023,110000
frávega,Marketplace,AR,2/1/2023,90500
frávega,Marketplace,AR,3/1/2023,135000
frávega,Marketplace,AR,4/1/2023,110000
frávega,Marketplace,AR,5/1/2023,165000
frávega,Marketplace,AR,6/1/2023,135000
frávega,Marketplace,AR,7/1/2023,135000
frávega,Marketplace,AR,8/1/2023,110000
frávega,Marketplace,AR,9/1/2023,110000
frávega,Marketplace,AR,10/1/2023,165000
frávega,Marketplace,AR,11/1/2023,201000
frávega,Marketplace,AR,12/1/2023,165000
frávega,Marketplace,AR,1/1/2024,135000
frávega,Marketplace,AR,2/1/2024,135000
frávega,Marketplace,AR,3/1/2024,135000
frávega,Marketplace,AR,4/1/2024,110000
frávega,Marketplace,AR,5/1/2024,165000
frávega,Marketplace,AR,6/1/2024,135000
frávega,Marketplace,AR,7/1/2024,135000
frávega,Marketplace,AR,8/1/2024,165000
frávega,Marketplace,AR,9/1/2024,135000
frávega,Marketplace,AR,10/1/2024,165000
frávega,Marketplace,AR,11/1/2024,201000
frávega,Marketplace,AR,12/1/2024,201000
frávega,Marketplace,AR,1/1/2025,201000
frávega,Marketplace,AR,2/1/2025,165000
frávega,Marketplace,AR,3/1/2025,201000
frávega,Marketplace,AR,4/1/2025,165000
frávega,Marketplace,AR,5/1/2025,246000
frávega,Marketplace,AR,6/1/2025,201000
frávega,Marketplace,AR,7/1/2025,201000
frávega,Marketplace,AR,8/1/2025,201000
frávega,Marketplace,AR,9/1/2025,165000
frávega,Marketplace,AR,10/1/2025,165000
hacer una pagina de ventas,Página web,AR,8/1/2021,10
hacer una pagina de ventas,Página web,AR,9/1/2021,10
hacer una pagina de ventas,Página web,AR,10/1/2021,10
hacer una pagina de ventas,Página web,AR,11/1/2021,10
hacer una pagina de ventas,Página web,AR,12/1/2021,10
hacer una pagina de ventas,Página web,AR,1/1/2022,10
hacer una pagina de ventas,Página web,AR,2/1/2022,10
hacer una pagina de ventas,Página web,AR,3/1/2022,0
hacer una pagina de ventas,Página web,AR,4/1/2022,10
hacer una pagina de ventas,Página web,AR,5/1/2022,10
hacer una pagina de ventas,Página web,AR,6/1/2022,10
hacer una pagina de ventas,Página web,AR,7/1/2022,10
hacer una pagina de ventas,Página web,AR,8/1/2022,10
hacer una pagina de ventas,Página web,AR,9/1/2022,10
hacer una pagina de ventas,Página web,AR,10/1/2022,10
hacer una pagina de ventas,Página web,AR,11/1/2022,0
hacer una pagina de ventas,Página web,AR,12/1/2022,10
hacer una pagina de ventas,Página web,AR,1/1/2023,10
hacer una pagina de ventas,Página web,AR,2/1/2023,10
hacer una pagina de ventas,Página web,AR,3/1/2023,10
hacer una pagina de ventas,Página web,AR,4/1/2023,10
hacer una pagina de ventas,Página web,AR,5/1/2023,10
hacer una pagina de ventas,Página web,AR,6/1/2023,10
hacer una pagina de ventas,Página web,AR,7/1/2023,10
hacer una pagina de ventas,Página web,AR,8/1/2023,10
hacer una pagina de ventas,Página web,AR,9/1/2023,10
hacer una pagina de ventas,Página web,AR,10/1/2023,10
hacer una pagina de ventas,Página web,AR,11/1/2023,10
hacer una pagina de ventas,Página web,AR,12/1/2023,10
hacer una pagina de ventas,Página web,AR,1/1/2024,10
hacer una pagina de ventas,Página web,AR,2/1/2024,10
hacer una pagina de ventas,Página web,AR,3/1/2024,10
hacer una pagina de ventas,Página web,AR,4/1/2024,10
hacer una pagina de ventas,Página web,AR,5/1/2024,10
hacer una pagina de ventas,Página web,AR,6/1/2024,10
hacer una pagina de ventas,Página web,AR,7/1/2024,10
hacer una pagina de ventas,Página web,AR,8/1/2024,10
hacer una pagina de ventas,Página web,AR,9/1/2024,10
hacer una pagina de ventas,Página web,AR,10/1/2024,10
hacer una pagina de ventas,Página web,AR,11/1/2024,10
hacer una pagina de ventas,Página web,AR,12/1/2024,10
hacer una pagina de ventas,Página web,AR,1/1/2025,10
hacer una pagina de ventas,Página web,AR,2/1/2025,10
hacer una pagina de ventas,Página web,AR,3/1/2025,10
hacer una pagina de ventas,Página web,AR,4/1/2025,10
hacer una pagina de ventas,Página web,AR,5/1/2025,10
hacer una pagina de ventas,Página web,AR,6/1/2025,10
hacer una pagina de ventas,Página web,AR,7/1/2025,10
hacer una pagina de ventas,Página web,AR,8/1/2025,10
hacer una pagina de ventas,Página web,AR,9/1/2025,10
hacer una pagina de ventas,Página web,AR,10/1/2025,10
magento,Branded,AR,8/1/2021,2400
magento,Branded,AR,9/1/2021,2400
magento,Branded,AR,10/1/2021,1900
magento,Branded,AR,11/1/2021,1900
magento,Branded,AR,12/1/2021,1600
magento,Branded,AR,1/1/2022,1900
magento,Branded,AR,2/1/2022,1900
magento,Branded,AR,3/1/2022,1900
magento,Branded,AR,4/1/2022,1900
magento,Branded,AR,5/1/2022,1900
magento,Branded,AR,6/1/2022,1900
magento,Branded,AR,7/1/2022,1900
magento,Branded,AR,8/1/2022,2400
magento,Branded,AR,9/1/2022,1900
magento,Branded,AR,10/1/2022,1600
magento,Branded,AR,11/1/2022,1600
magento,Branded,AR,12/1/2022,1300
magento,Branded,AR,1/1/2023,1600
magento,Branded,AR,2/1/2023,1300
magento,Branded,AR,3/1/2023,1600
magento,Branded,AR,4/1/2023,1900
magento,Branded,AR,5/1/2023,1900
magento,Branded,AR,6/1/2023,1600
magento,Branded,AR,7/1/2023,1600
magento,Branded,AR,8/1/2023,1600
magento,Branded,AR,9/1/2023,1600
magento,Branded,AR,10/1/2023,1600
magento,Branded,AR,11/1/2023,1600
magento,Branded,AR,12/1/2023,1300
magento,Branded,AR,1/1/2024,1600
magento,Branded,AR,2/1/2024,1600
magento,Branded,AR,3/1/2024,1600
magento,Branded,AR,4/1/2024,1600
magento,Branded,AR,5/1/2024,1600
magento,Branded,AR,6/1/2024,1300
magento,Branded,AR,7/1/2024,1300
magento,Branded,AR,8/1/2024,1600
magento,Branded,AR,9/1/2024,1300
magento,Branded,AR,10/1/2024,1300
magento,Branded,AR,11/1/2024,1300
magento,Branded,AR,12/1/2024,880
magento,Branded,AR,1/1/2025,1300
magento,Branded,AR,2/1/2025,1300
magento,Branded,AR,3/1/2025,1000
magento,Branded,AR,4/1/2025,1000
magento,Branded,AR,5/1/2025,1300
magento,Branded,AR,6/1/2025,880
magento,Branded,AR,7/1/2025,1000
magento,Branded,AR,8/1/2025,1000
magento,Branded,AR,9/1/2025,880
magento,Branded,AR,10/1/2025,880
mercado libre,Marketplace,AR,8/1/2021,16600000
mercado libre,Marketplace,AR,9/1/2021,16600000
mercado libre,Marketplace,AR,10/1/2021,13600000
mercado libre,Marketplace,AR,11/1/2021,16600000
mercado libre,Marketplace,AR,12/1/2021,16600000
mercado libre,Marketplace,AR,1/1/2022,16600000
mercado libre,Marketplace,AR,2/1/2022,13600000
mercado libre,Marketplace,AR,3/1/2022,16600000
mercado libre,Marketplace,AR,4/1/2022,13600000
mercado libre,Marketplace,AR,5/1/2022,13600000
mercado libre,Marketplace,AR,6/1/2022,16600000
mercado libre,Marketplace,AR,7/1/2022,13600000
mercado libre,Marketplace,AR,8/1/2022,13600000
mercado libre,Marketplace,AR,9/1/2022,13600000
mercado libre,Marketplace,AR,10/1/2022,13600000
mercado libre,Marketplace,AR,11/1/2022,13600000
mercado libre,Marketplace,AR,12/1/2022,11100000
mercado libre,Marketplace,AR,1/1/2023,13600000
mercado libre,Marketplace,AR,2/1/2023,11100000
mercado libre,Marketplace,AR,3/1/2023,13600000
mercado libre,Marketplace,AR,4/1/2023,11100000
mercado libre,Marketplace,AR,5/1/2023,13600000
mercado libre,Marketplace,AR,6/1/2023,13600000
mercado libre,Marketplace,AR,7/1/2023,13600000
mercado libre,Marketplace,AR,8/1/2023,13600000
mercado libre,Marketplace,AR,9/1/2023,13600000
mercado libre,Marketplace,AR,10/1/2023,13600000
mercado libre,Marketplace,AR,11/1/2023,13600000
mercado libre,Marketplace,AR,12/1/2023,13600000
mercado libre,Marketplace,AR,1/1/2024,13600000
mercado libre,Marketplace,AR,2/1/2024,11100000
mercado libre,Marketplace,AR,3/1/2024,13600000
mercado libre,Marketplace,AR,4/1/2024,13600000
mercado libre,Marketplace,AR,5/1/2024,13600000
mercado libre,Marketplace,AR,6/1/2024,11100000
mercado libre,Marketplace,AR,7/1/2024,13600000
mercado libre,Marketplace,AR,8/1/2024,13600000
mercado libre,Marketplace,AR,9/1/2024,11100000
mercado libre,Marketplace,AR,10/1/2024,13600000
mercado libre,Marketplace,AR,11/1/2024,13600000
mercado libre,Marketplace,AR,12/1/2024,13600000
mercado libre,Marketplace,AR,1/1/2025,13600000
mercado libre,Marketplace,AR,2/1/2025,11100000
mercado libre,Marketplace,AR,3/1/2025,13600000
mercado libre,Marketplace,AR,4/1/2025,11100000
mercado libre,Marketplace,AR,5/1/2025,13600000
mercado libre,Marketplace,AR,6/1/2025,11100000
mercado libre,Marketplace,AR,7/1/2025,11100000
mercado libre,Marketplace,AR,8/1/2025,11100000
mercado libre,Marketplace,AR,9/1/2025,11100000
mercado libre,Marketplace,AR,10/1/2025,11100000
mercado shops,Branded,AR,8/1/2021,2400
mercado shops,Branded,AR,9/1/2021,3600
mercado shops,Branded,AR,10/1/2021,4400
mercado shops,Branded,AR,11/1/2021,5400
mercado shops,Branded,AR,12/1/2021,4400
mercado shops,Branded,AR,1/1/2022,4400
mercado shops,Branded,AR,2/1/2022,4400
mercado shops,Branded,AR,3/1/2022,5400
mercado shops,Branded,AR,4/1/2022,5400
mercado shops,Branded,AR,5/1/2022,6600
mercado shops,Branded,AR,6/1/2022,5400
mercado shops,Branded,AR,7/1/2022,4400
mercado shops,Branded,AR,8/1/2022,5400
mercado shops,Branded,AR,9/1/2022,4400
mercado shops,Branded,AR,10/1/2022,5400
mercado shops,Branded,AR,11/1/2022,6600
mercado shops,Branded,AR,12/1/2022,3600
mercado shops,Branded,AR,1/1/2023,5400
mercado shops,Branded,AR,2/1/2023,4400
mercado shops,Branded,AR,3/1/2023,5400
mercado shops,Branded,AR,4/1/2023,6600
mercado shops,Branded,AR,5/1/2023,6600
mercado shops,Branded,AR,6/1/2023,5400
mercado shops,Branded,AR,7/1/2023,5400
mercado shops,Branded,AR,8/1/2023,6600
mercado shops,Branded,AR,9/1/2023,5400
mercado shops,Branded,AR,10/1/2023,5400
mercado shops,Branded,AR,11/1/2023,4400
mercado shops,Branded,AR,12/1/2023,4400
mercado shops,Branded,AR,1/1/2024,4400
mercado shops,Branded,AR,2/1/2024,5400
mercado shops,Branded,AR,3/1/2024,5400
mercado shops,Branded,AR,4/1/2024,5400
mercado shops,Branded,AR,5/1/2024,5400
mercado shops,Branded,AR,6/1/2024,4400
mercado shops,Branded,AR,7/1/2024,4400
mercado shops,Branded,AR,8/1/2024,4400
mercado shops,Branded,AR,9/1/2024,4400
mercado shops,Branded,AR,10/1/2024,3600
mercado shops,Branded,AR,11/1/2024,3600
mercado shops,Branded,AR,12/1/2024,2900
mercado shops,Branded,AR,1/1/2025,6600
mercado shops,Branded,AR,2/1/2025,2900
mercado shops,Branded,AR,3/1/2025,2900
mercado shops,Branded,AR,4/1/2025,2400
mercado shops,Branded,AR,5/1/2025,2400
mercado shops,Branded,AR,6/1/2025,1900
mercado shops,Branded,AR,7/1/2025,1900
mercado shops,Branded,AR,8/1/2025,1900
mercado shops,Branded,AR,9/1/2025,1900
mercado shops,Branded,AR,10/1/2025,1900
mi negocio personal,Branded,AR,8/1/2021,1300
mi negocio personal,Branded,AR,9/1/2021,1300
mi negocio personal,Branded,AR,10/1/2021,1000
mi negocio personal,Branded,AR,11/1/2021,720
mi negocio personal,Branded,AR,12/1/2021,390
mi negocio personal,Branded,AR,1/1/2022,390
mi negocio personal,Branded,AR,2/1/2022,390
mi negocio personal,Branded,AR,3/1/2022,390
mi negocio personal,Branded,AR,4/1/2022,320
mi negocio personal,Branded,AR,5/1/2022,260
mi negocio personal,Branded,AR,6/1/2022,320
mi negocio personal,Branded,AR,7/1/2022,210
mi negocio personal,Branded,AR,8/1/2022,210
mi negocio personal,Branded,AR,9/1/2022,170
mi negocio personal,Branded,AR,10/1/2022,170
mi negocio personal,Branded,AR,11/1/2022,140
mi negocio personal,Branded,AR,12/1/2022,110
mi negocio personal,Branded,AR,1/1/2023,170
mi negocio personal,Branded,AR,2/1/2023,170
mi negocio personal,Branded,AR,3/1/2023,170
mi negocio personal,Branded,AR,4/1/2023,170
mi negocio personal,Branded,AR,5/1/2023,210
mi negocio personal,Branded,AR,6/1/2023,170
mi negocio personal,Branded,AR,7/1/2023,170
mi negocio personal,Branded,AR,8/1/2023,260
mi negocio personal,Branded,AR,9/1/2023,320
mi negocio personal,Branded,AR,10/1/2023,210
mi negocio personal,Branded,AR,11/1/2023,170
mi negocio personal,Branded,AR,12/1/2023,170
mi negocio personal,Branded,AR,1/1/2024,260
mi negocio personal,Branded,AR,2/1/2024,210
mi negocio personal,Branded,AR,3/1/2024,260
mi negocio personal,Branded,AR,4/1/2024,210
mi negocio personal,Branded,AR,5/1/2024,210
mi negocio personal,Branded,AR,6/1/2024,210
mi negocio personal,Branded,AR,7/1/2024,170
mi negocio personal,Branded,AR,8/1/2024,210
mi negocio personal,Branded,AR,9/1/2024,210
mi negocio personal,Branded,AR,10/1/2024,170
mi negocio personal,Branded,AR,11/1/2024,170
mi negocio personal,Branded,AR,12/1/2024,140
mi negocio personal,Branded,AR,1/1/2025,140
mi negocio personal,Branded,AR,2/1/2025,170
mi negocio personal,Branded,AR,3/1/2025,210
mi negocio personal,Branded,AR,4/1/2025,110
mi negocio personal,Branded,AR,5/1/2025,70
mi negocio personal,Branded,AR,6/1/2025,20
mi negocio personal,Branded,AR,7/1/2025,20
mi negocio personal,Branded,AR,8/1/2025,30
mi negocio personal,Branded,AR,9/1/2025,20
mi negocio personal,Branded,AR,10/1/2025,20
shein,Marketplace,AR,8/1/2021,49500
shein,Marketplace,AR,9/1/2021,40500
shein,Marketplace,AR,10/1/2021,40500
shein,Marketplace,AR,11/1/2021,40500
shein,Marketplace,AR,12/1/2021,33100
shein,Marketplace,AR,1/1/2022,60500
shein,Marketplace,AR,2/1/2022,49500
shein,Marketplace,AR,3/1/2022,60500
shein,Marketplace,AR,4/1/2022,49500
shein,Marketplace,AR,5/1/2022,60500
shein,Marketplace,AR,6/1/2022,60500
shein,Marketplace,AR,7/1/2022,60500
shein,Marketplace,AR,8/1/2022,74000
shein,Marketplace,AR,9/1/2022,60500
shein,Marketplace,AR,10/1/2022,60500
shein,Marketplace,AR,11/1/2022,60500
shein,Marketplace,AR,12/1/2022,49500
shein,Marketplace,AR,1/1/2023,74000
shein,Marketplace,AR,2/1/2023,60500
shein,Marketplace,AR,3/1/2023,74000
shein,Marketplace,AR,4/1/2023,60500
shein,Marketplace,AR,5/1/2023,74000
shein,Marketplace,AR,6/1/2023,90500
shein,Marketplace,AR,7/1/2023,90500
shein,Marketplace,AR,8/1/2023,90500
shein,Marketplace,AR,9/1/2023,90500
shein,Marketplace,AR,10/1/2023,90500
shein,Marketplace,AR,11/1/2023,110000
shein,Marketplace,AR,12/1/2023,90500
shein,Marketplace,AR,1/1/2024,135000
shein,Marketplace,AR,2/1/2024,135000
shein,Marketplace,AR,3/1/2024,135000
shein,Marketplace,AR,4/1/2024,165000
shein,Marketplace,AR,5/1/2024,165000
shein,Marketplace,AR,6/1/2024,135000
shein,Marketplace,AR,7/1/2024,135000
shein,Marketplace,AR,8/1/2024,135000
shein,Marketplace,AR,9/1/2024,135000
shein,Marketplace,AR,10/1/2024,135000
shein,Marketplace,AR,11/1/2024,201000
shein,Marketplace,AR,12/1/2024,165000
shein,Marketplace,AR,1/1/2025,301000
shein,Marketplace,AR,2/1/2025,246000
shein,Marketplace,AR,3/1/2025,301000
shein,Marketplace,AR,4/1/2025,368000
shein,Marketplace,AR,5/1/2025,673000
shein,Marketplace,AR,6/1/2025,1000000
shein,Marketplace,AR,7/1/2025,1220000
shein,Marketplace,AR,8/1/2025,1000000
shein,Marketplace,AR,9/1/2025,823000
shein,Marketplace,AR,10/1/2025,673000
temu,Marketplace,AR,8/1/2021,50
temu,Marketplace,AR,9/1/2021,70
temu,Marketplace,AR,10/1/2021,50
temu,Marketplace,AR,11/1/2021,50
temu,Marketplace,AR,12/1/2021,40
temu,Marketplace,AR,1/1/2022,50
temu,Marketplace,AR,2/1/2022,50
temu,Marketplace,AR,3/1/2022,70
temu,Marketplace,AR,4/1/2022,30
temu,Marketplace,AR,5/1/2022,50
temu,Marketplace,AR,6/1/2022,70
temu,Marketplace,AR,7/1/2022,50
temu,Marketplace,AR,8/1/2022,40
temu,Marketplace,AR,9/1/2022,90
temu,Marketplace,AR,10/1/2022,110
temu,Marketplace,AR,11/1/2022,210
temu,Marketplace,AR,12/1/2022,320
temu,Marketplace,AR,1/1/2023,590
temu,Marketplace,AR,2/1/2023,1300
temu,Marketplace,AR,3/1/2023,1900
temu,Marketplace,AR,4/1/2023,1600
temu,Marketplace,AR,5/1/2023,6600
temu,Marketplace,AR,6/1/2023,8100
temu,Marketplace,AR,7/1/2023,12100
temu,Marketplace,AR,8/1/2023,18100
temu,Marketplace,AR,9/1/2023,14800
temu,Marketplace,AR,10/1/2023,18100
temu,Marketplace,AR,11/1/2023,9900
temu,Marketplace,AR,12/1/2023,12100
temu,Marketplace,AR,1/1/2024,22200
temu,Marketplace,AR,2/1/2024,18100
temu,Marketplace,AR,3/1/2024,22200
temu,Marketplace,AR,4/1/2024,22200
temu,Marketplace,AR,5/1/2024,27100
temu,Marketplace,AR,6/1/2024,27100
temu,Marketplace,AR,7/1/2024,33100
temu,Marketplace,AR,8/1/2024,40500
temu,Marketplace,AR,9/1/2024,33100
